Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Average Hookload kkgf,Hole Depth (TVD) m,Bit Drill Time h,Mud Density Out g/cm3,Gamma gAPI,FORMATION
0,2825.191,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
1,2825.648,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
2,2825.801,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
3,2825.953,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
4,2826.106,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
5,2826.258,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
6,2826.41,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
7,2827.325,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
8,2827.477,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
9,2827.782,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
10,2828.087,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
11,2828.239,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
12,2828.696,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
13,2829.154,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
14,2829.306,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
15,2829.571,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
16,2829.611,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.2615384,214893.34375,0.869999965543973,19.07,Ty Fm. Top
17,2829.724,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.3926024,214893.34375,0.869999965543973,19.07,Ty Fm. Top
18,2829.876,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.5233616,214893.34375,0.869999965543973,19.07,Ty Fm. Top
19,2829.916,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.5233616,214893.34375,0.869999965543973,19.07,Ty Fm. Top
20,2830.028,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.6541208,214893.34375,0.869999965543973,19.07,Ty Fm. Top
21,2830.068,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.6541208,214893.34375,0.869999965543973,19.07,Ty Fm. Top
22,2830.22,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.78488,214893.34375,0.869999965543973,19.07,Ty Fm. Top
23,2830.333,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2530.9156392,214893.34375,0.869999965543973,19.07,Ty Fm. Top
24,2830.486,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.0463984,214893.34375,0.869999965543973,19.07,Ty Fm. Top
25,2830.525,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.0463984,214893.34375,0.869999965543973,19.07,Ty Fm. Top
26,2830.638,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.1771576,214893.34375,0.869999965543973,19.07,Ty Fm. Top
27,2830.678,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.1771576,214893.34375,0.869999965543973,19.07,Ty Fm. Top
28,2830.83,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.3079168,214893.34375,0.869999965543973,19.07,Ty Fm. Top
29,2830.943,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.438676,214893.34375,0.869999965543973,19.07,Ty Fm. Top
30,2831.095,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.5694352,214893.34375,0.869999965543973,19.07,Ty Fm. Top
31,2831.135,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.5694352,214893.34375,0.869999965543973,19.07,Ty Fm. Top
32,2831.248,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.7001944,214893.34375,0.869999965543973,19.07,Ty Fm. Top
33,2831.287,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.7001944,214893.34375,0.869999965543973,19.07,Ty Fm. Top
34,2831.44,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2531.8309536,214893.34375,0.869999965543973,19.07,Ty Fm. Top
35,2831.705,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.0927768,214893.34375,0.869999965543973,19.07,Ty Fm. Top
36,2831.857,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.223536,214893.34375,0.869999965543973,19.07,Ty Fm. Top
37,2832.01,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.3542952,214893.34375,0.869999965543973,19.07,Ty Fm. Top
38,2832.049,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.3542952,214893.34375,0.869999965543973,19.07,Ty Fm. Top
39,2832.162,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.4850544,214893.34375,0.869999965543973,19.07,Ty Fm. Top
40,2832.314,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.6158136,214893.34375,0.869999965543973,19.07,Ty Fm. Top
41,2832.506,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.7465728,214893.34375,0.869999965543973,19.07,Ty Fm. Top
42,2832.619,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.877332,214893.34375,0.869999965543973,19.07,Ty Fm. Top
43,2832.659,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2532.877332,214893.34375,0.869999965543973,19.07,Ty Fm. Top
44,2832.811,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2533.0080912,214893.34375,0.869999965543973,19.07,Ty Fm. Top
45,2832.924,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2533.1388504,214893.34375,0.869999965543973,19.07,Ty Fm. Top
46,2833.381,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2533.5314328,214893.34375,0.869999965543973,19.07,Ty Fm. Top
47,2833.534,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2533.662192,214893.34375,0.869999965543973,19.07,Ty Fm. Top
48,2833.686,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2533.7929512,214893.34375,0.869999965543973,19.07,Ty Fm. Top
49,2833.726,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2533.7929512,214893.34375,0.869999965543973,19.07,Ty Fm. Top
50,2833.838,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2533.9237104,214893.34375,0.869999965543973,19.07,Ty Fm. Top
51,2833.991,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.0544696,214893.34375,0.869999965543973,19.07,Ty Fm. Top
52,2834.03,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.0544696,214893.34375,0.869999965543973,19.07,Ty Fm. Top
53,2834.183,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.1852288,214893.34375,0.869999965543973,19.07,Ty Fm. Top
54,2834.335,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.315988,214893.34375,0.869999965543973,19.07,Ty Fm. Top
55,2834.488,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.4467472,214893.34375,0.869999965543973,19.07,Ty Fm. Top
56,2834.6,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.5775064,214893.34375,0.869999965543973,19.07,Ty Fm. Top
57,2834.792,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.7082656,214893.34375,0.869999965543973,19.07,Ty Fm. Top
58,2834.905,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.8390248,214893.34375,0.869999965543973,19.07,Ty Fm. Top
59,2834.945,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.8390248,214893.34375,0.869999965543973,19.07,Ty Fm. Top
60,2835.058,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.9700888,214893.34375,0.869999965543973,19.07,Ty Fm. Top
61,2835.097,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2534.9700888,214893.34375,0.869999965543973,19.07,Ty Fm. Top
62,2835.21,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2535.100848,214893.34375,0.869999965543973,19.07,Ty Fm. Top
63,2835.402,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2535.2316072,214893.34375,0.869999965543973,19.07,Ty Fm. Top
64,2835.515,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2535.3623664,214893.34375,0.869999965543973,19.07,Ty Fm. Top
65,2835.707,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2535.4931256,214893.34375,0.869999965543973,19.07,Ty Fm. Top
66,2835.82,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2535.6238848,214893.34375,0.869999965543973,19.07,Ty Fm. Top
67,2835.972,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2535.754644,214893.34375,0.869999965543973,19.07,Ty Fm. Top
68,2836.012,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.38000002385258,136.947890313678,2535.754644,214893.34375,0.869999965543973,19.07,Ty Fm. Top
