Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Average Hookload kkgf,Hole Depth (TVD) m,Bit Drill Time h,Mud Density Out g/cm3,Gamma gAPI,FORMATION
0,2471.928,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
1,2472.08,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
2,2472.538,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
3,2475.128,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
4,2475.433,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
5,2478.176,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
6,2478.329,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
7,2478.938,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
8,2479.853,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
9,2480.005,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
10,2480.158,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
11,2480.31,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
12,2481.072,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
13,2483.815,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
14,2483.968,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
15,2485.187,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
16,2485.492,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
17,2485.644,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2748.5275992,0.01,1.24999998079515,9.07,HORDALAND GP. Top
18,2486.153,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2351.5469352,0.01,1.24999998079515,9.07,HORDALAND GP. Top
19,2486.406,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2351.6807424,0.01,1.24999998079515,9.07,HORDALAND GP. Top
20,2486.61,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2351.9477472,0.01,1.24999998079515,9.07,HORDALAND GP. Top
21,2487.168,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2352.3485592,0.01,1.24999998079515,9.07,HORDALAND GP. Top
22,2487.32,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2352.4820616,0.01,1.24999998079515,9.07,HORDALAND GP. Top
23,2487.372,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2352.615564,0.01,1.24999998079515,9.07,HORDALAND GP. Top
24,2487.778,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2352.8825688,0.01,1.24999998079515,9.07,HORDALAND GP. Top
25,2488.387,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2353.4165784,0.01,1.24999998079515,9.07,HORDALAND GP. Top
26,2488.54,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2353.5500808,0.01,1.24999998079515,9.07,HORDALAND GP. Top
27,2488.896,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2353.9502832,0.01,1.24999998079515,9.07,HORDALAND GP. Top
28,2488.997,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2353.9502832,0.01,1.24999998079515,9.07,HORDALAND GP. Top
29,2489.201,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2354.217288,0.01,1.24999998079515,9.07,HORDALAND GP. Top
30,2489.454,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2354.3504856,0.01,1.24999998079515,9.07,HORDALAND GP. Top
31,2489.759,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2354.6171856,0.01,1.24999998079515,9.07,HORDALAND GP. Top
32,2489.811,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2354.750688,0.01,1.24999998079515,9.07,HORDALAND GP. Top
33,2490.216,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2355.017388,0.01,1.24999998079515,9.07,HORDALAND GP. Top
34,2490.42,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2355.2837832,0.01,1.24999998079515,9.07,HORDALAND GP. Top
35,2490.521,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2355.2837832,0.01,1.24999998079515,9.07,HORDALAND GP. Top
36,2490.573,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2355.4172856,0.01,1.24999998079515,9.07,HORDALAND GP. Top
37,2490.978,6.41878562787,20126.8169628378,38.0550981737658,13.836396,60.0,3411.841045956,1.24999998079515,161.83858246941,2355.6836808,0.01,1.24999998079515,9.07,HORDALAND GP. Top
