Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Average Hookload kkgf,Hole Depth (TVD) m,Bit Drill Time h,Mud Density Out g/cm3,Gamma gAPI,FORMATION
0,216.256,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
1,216.408,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
2,216.56,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
3,216.713,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
4,216.865,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
5,217.018,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
6,217.17,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
7,217.322,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
8,217.475,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
9,217.627,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
10,217.78,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
11,217.932,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
12,218.084,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
13,218.237,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
14,218.389,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
15,218.542,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
16,218.694,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
17,218.846,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
18,218.999,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
19,219.151,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
20,219.304,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
21,219.456,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
22,219.608,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
23,219.761,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
24,219.913,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
25,220.066,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
26,220.218,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
27,220.37,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
28,220.523,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
29,220.675,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
30,220.828,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
31,220.98,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
32,221.132,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
33,221.285,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
34,221.437,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
35,221.59,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
36,221.742,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
37,221.894,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
38,222.047,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
39,222.199,2.939278558,9381.99997,3.700000065,9.819999766,22,3066.550049,1.279999963,100.8805252,236.9810856,20.42,1.169999908,752.29,NORDLAND GP. Top
