Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Average Hookload kkgf,Hole Depth (TVD) m,Bit Drill Time h,Mud Density Out g/cm3,Gamma gAPI,FORMATION
0,146.014,3.7627528257165,4304.99992465029,7.67000042714146,0.2000000064,7.0,19.00999837692,1.22999999260576,115.136161393073,146.01444,122783.960938,1.01999999679079,28.837,NORDLAND GP. Top
1,146.304,3.7627528257165,4304.99992465029,7.67000042714146,0.2000000064,7.0,19.00999837692,1.22999999260576,115.136161393073,146.304,122783.960938,1.01999999679079,28.837,NORDLAND GP. Top
2,146.304,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,146.304,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
3,146.365,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,146.36496,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
4,146.456,3.7627528257165,4304.99992465029,7.67000042714146,0.2000000064,7.0,19.00999837692,1.22999999260576,115.136161393073,146.4564,122783.960938,1.01999999679079,28.837,NORDLAND GP. Top
5,146.456,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,146.4564,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
6,146.609,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,146.6088,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
7,146.612,3.7627528257165,4304.99992465029,7.67000042714146,0.2000000064,7.0,19.00999837692,1.22999999260576,115.136161393073,146.611848,122783.960938,1.01999999679079,28.837,NORDLAND GP. Top
8,146.694,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,146.694144,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
9,146.761,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,146.7612,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
10,146.914,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,146.9136,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
11,146.914,3.7627528257165,4304.99992465029,7.67000042714146,0.2000000064,7.0,19.00999837692,1.22999999260576,115.136161393073,146.9136,122783.960938,1.01999999679079,28.837,NORDLAND GP. Top
12,146.999,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,146.998944,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
13,147.026,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.026376,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
14,147.066,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.066,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
15,147.096,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.09648,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
16,147.151,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.151344,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
17,147.206,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.206208,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
18,147.24,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.239736,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
19,147.371,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.3708,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
20,147.38,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.379944,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
21,147.456,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.456144,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
22,147.52,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.520152,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
23,147.523,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.5232,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
24,147.532,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.532344,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
25,147.676,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.6756,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
26,147.703,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.703032,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
27,147.828,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.828,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
28,147.913,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.913344,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
29,147.98,5.10877865825173,455.000016083778,1.25000042491798,1.500000048,2.0,555.64001591166,1.02999999088548,89.4597066388664,147.9804,3934.909912,1.15999991411649,28.837,NORDLAND GP. Top
30,147.98,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,147.9804,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
31,147.999,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,147.998688,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
32,148.005,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.004784,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
33,148.133,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.1328,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
34,148.136,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.135848,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
35,148.151,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.151088,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
36,148.285,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.2852,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
37,148.288,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.288248,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
38,148.303,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.303488,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
39,148.438,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,148.4376,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
40,148.45,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.449792,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
41,148.59,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.59,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
42,148.59,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,148.59,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
43,148.608,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.608288,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
44,148.611,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.611336,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
45,148.694,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,148.693632,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
46,148.752,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.751544,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
47,148.761,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.760688,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
48,148.843,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,148.842984,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
49,148.895,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,148.8948,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
50,148.895,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.8948,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
51,148.904,5.22094706183666,465.999987711629,1.36999980407095,1.7299999944,4.0,647.400022947996,1.02999999088548,89.3475373280967,148.903944,6023.060059,1.15999991411649,28.837,NORDLAND GP. Top
52,149.001,5.54725642329859,467.000010204188,1.51999936696664,1.9899998808,4.0,667.299986827764,1.02999999088548,89.0212284202272,149.00148,7826.47998,1.15999991411649,28.837,NORDLAND GP. Top
53,149.008,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,149.007576,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
54,149.047,5.54725642329859,467.000010204188,1.51999936696664,1.9899998808,4.0,667.299986827764,1.02999999088548,89.0212284202272,149.0472,7826.47998,1.15999991411649,28.837,NORDLAND GP. Top
55,149.2,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,149.1996,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
56,149.203,5.54725642329859,467.000010204188,1.51999936696664,1.9899998808,4.0,667.299986827764,1.02999999088548,89.0212284202272,149.202648,7826.47998,1.15999991411649,28.837,NORDLAND GP. Top
57,149.215,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,149.21484,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
58,149.352,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,149.352,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
59,149.37,1.83548919433957,8212.00027413225,3.71999973519326,9.5699997576,79.0,4542.70019392338,1.02999999088548,99.4325300065058,149.370288,40127.410156,1.15999991411649,20.666,NORDLAND GP. Top
60,149.504,5.54725642329859,467.000010204188,1.51999936696664,1.9899998808,4.0,667.299986827764,1.02999999088548,89.0212284202272,149.5044,7826.47998,1.15999991411649,28.837,NORDLAND GP. Top
61,149.507,5.54725642329859,467.000010204188,1.51999936696664,1.9899998808,4.0,667.299986827764,1.02999999088548,89.0212284202272,149.507448,7826.47998,1.15999991411649,28.837,NORDLAND GP. Top
62,149.657,5.54725642329859,467.000010204188,1.51999936696664,1.9899998808,4.0,667.299986827764,1.02999999088548,89.0212284202272,149.6568,7826.47998,1.15999991411649,28.837,NORDLAND GP. Top
63,149.663,5.54725642329859,467.000010204188,1.51999936696664,1.9899998808,4.0,667.299986827764,1.02999999088548,89.0212284202272,149.662896,7826.47998,1.15999991411649,28.837,NORDLAND GP. Top
