MD,MFOA,MFOP,RPMA,WOBA,MFIA,MDIA,MDOA,HKLA,TQA,SPPA,ROPA
1757.8,37.96,37.0,59.0,2.87,3706.07,1.32,,111.5,15.77,10.83,3.5
1758.0,38.53,38.0,59.0,3.145,3706.07,1.32,,111.225,15.91,10.864999999999998,3.75
1758.1,38.465,38.0,59.0,3.3,3706.07,1.32,,111.07,16.485,10.895,3.75
1758.2,39.265,39.0,59.0,3.3200000000000003,3706.07,1.32,,111.05,16.735,10.93,4.0
1758.3,39.0,38.5,59.0,3.275,3706.07,1.32,,111.09,16.575000000000003,10.925,4.0
1758.4,38.335,37.5,59.0,3.275,3706.07,1.32,,111.095,16.55,10.93,4.0
1758.5,37.53,37.0,59.0,3.19,3706.07,1.32,,111.18,17.0,10.93,4.0
1758.6,37.89,37.0,59.0,3.46,3705.8,1.32,,110.91,17.62,11.0,7.6
1758.7,38.09,37.5,59.0,3.495,3705.8,1.32,,110.875,17.34,10.985,7.6
1758.8,38.24,38.0,59.0,3.425,3705.935,1.32,,110.94,17.134999999999998,10.965,7.6
1758.9,38.49,38.0,59.0,3.2750000000000004,3706.07,1.32,,111.09,16.58,10.91,7.6
1759.0,38.31,38.0,59.0,3.1,3706.07,1.32,,111.26,16.94,10.91,7.6
1759.1,38.365,38.0,59.0,3.24,3706.2,1.32,,111.125,16.155,10.85,7.7
1759.2,37.64,37.0,59.0,3.1,3707.38,1.32,,111.265,15.31,10.735,7.800000000000001
1759.3,38.65,38.0,59.0,0.01,3715.11,1.32,,114.65,6.7,9.8,7.800000000000001
1759.4,38.22,37.5,59.0,0.34,3713.935,1.32,,114.075,8.08,9.94,7.800000000000001
1759.5,37.885000000000005,37.5,59.0,0.92,3712.755,1.32,,113.445,10.345,10.09,7.800000000000001
1759.6,37.34,37.0,59.0,1.68,3711.44,1.32,,112.69,12.74,10.28,3.1
1759.7,37.510000000000005,37.0,59.0,2.175,3710.13,1.32,,112.195,13.965,10.415,3.1
1759.8,37.97,37.5,59.0,2.83,3708.95,1.32,,111.54,14.8,10.505,3.1
1759.9,38.28,38.0,59.0,2.745,3710.13,1.32,,111.625,13.895,10.36,3.1
1760.0,38.455,38.0,59.0,2.34,3711.9,1.32,,112.025,13.205,10.16,4.699999999999999
1760.1,38.425,38.0,59.0,2.2750000000000004,3712.555,1.32,,112.09,13.07,10.095,6.3
