MD,RPMA,WOBA,ROPA
1029.2,85.904015,2.046516,0.307738
1029.3,86.20071,1.926857,0.307738
1029.4,86.21238,0.9940745,0.307738
1029.5,86.21025,0.971423,0.3891555
1029.6,85.957,1.8249205,0.470573
1029.7,85.65712,1.773754,0.470573
1029.8,85.71116,0.941761,0.470573
1029.9,86.478335,1.4510195,0.470573
1030.0,86.016335,1.209717,0.356641
1030.1,86.422175,1.6859435,0.242709
1030.2,86.853445,1.510857,0.242709
1030.3,85.752485,1.489548,0.242709
1030.4,85.86905,1.557632,0.242709
1030.5,84.66849,1.123638,0.2299745
1030.6,86.10534,1.4077225,0.21724
1030.7,86.648945,2.1083335,0.21724
1030.8,86.55463,1.5910685,0.21724
1030.9,86.46774,1.8938065,0.21724
1031.0,85.750375,2.012123,0.263195
1031.1,85.985605,1.5244445,0.263195
1031.2,85.90931,1.7292515,0.30915
1031.3,85.995145,2.2534445,0.30915
1031.4,86.55464,1.862621,0.30915
1031.5,84.41735,1.432114,0.071158
1031.6,86.446555,2.321663,0.071158
1031.7,86.58537,2.124191,0.071158
1031.8,86.41052,2.2529145,0.071158
1031.9,86.44867,2.4935535,0.071158
1032.0,85.282005,1.052216,0.046841
1032.1,86.55886,1.338299,0.022524
1032.2,84.67908,1.448502,0.022524
1032.3,85.86906,1.184265,0.022524
1032.4,85.711165,0.80904,0.022524
1032.5,86.503765,1.455025,0.149391
1032.6,85.48334,1.57415,0.276258
1032.7,85.613675,1.9044685,0.276258
1032.8,85.396445,1.182274,0.276258
1032.9,86.004685,0.2940245,0.276258
1033.0,86.608675,0.393234,0.276258
1033.1,86.48682,0.7961695,0.11647
1033.2,86.110645,0.6991655,0.11647
1033.3,86.53026,0.576706,0.11647
1033.4,86.776105,0.8345415,0.11647
1033.5,86.20813,0.775524,0.149846
1033.6,85.631685,1.0689275,0.183222
1033.7,85.294725,0.923683,0.183222
1033.8,85.91461,0.595497,0.183222
1033.9,87.06537,0.79044,0.183222
1034.0,86.698745,0.9888495,0.233674
1034.1,86.74536,1.0503995,0.284126
1034.2,86.68709,0.8021625,0.284126
1034.3,86.456085,1.211632,0.284126
1034.4,86.421115,1.3592685,0.284126
1034.5,86.563105,1.9534225,0.366829
1034.6,86.705095,2.7066725,0.449532
1034.7,86.61291,2.7049445,0.449532
1034.8,86.560985,2.44244,0.449532
1034.9,86.253695,2.062561,0.449532
1035.0,86.23992,1.9534265,0.551441
1035.1,86.11065,2.225521,0.551441
1035.2,85.919915,2.8340605,0.65335
1035.3,85.94746,3.1347965,0.65335
1035.4,85.87011,2.971577,0.65335
1035.5,86.33317,2.601418,0.781734
1035.6,86.406285,2.3628925,0.781734
1035.7,86.367075,1.864819,0.910118
1035.8,86.4243,1.844559,0.910118
1035.9,86.446545,1.873474,0.910118
1036.0,86.4794,2.107853,0.9296545
1036.1,86.435955,2.083473,0.9296545
1036.2,86.3639,2.207527,0.949191
1036.3,86.46986,2.2694895,0.949191
1036.4,86.43913,2.442047,0.949191
1036.5,86.506945,2.7002795,0.949191
1036.6,86.50377,2.8337935,1.0341585
1036.7,86.60656,2.95998,1.119126
1036.8,86.57052,2.8834915,1.119126
1036.9,86.72417,2.9356,1.119126
1037.0,86.49317,2.939991,1.026162
1037.1,86.298205,2.916405,0.933198
1037.2,86.50059,3.2677805,0.933198
1037.3,86.50377,3.1777,0.933198
1037.4,86.25052,3.005951,0.933198
1037.5,86.04071,2.975838,0.7543375
1037.6,86.44549,2.729996,0.575477
1037.7,86.646825,2.942257,0.575477
1037.8,86.44867,3.0459285,0.575477
1037.9,85.957,3.1261405,0.575477
1038.0,86.692385,2.939995,0.5111045
1038.1,85.842555,2.898422,0.446732
1038.2,85.238565,3.177971,0.446732
1038.3,86.27701,2.9650345,0.446732
1038.4,85.69739,2.934662,0.446732
1038.5,86.998615,3.0645755,0.4214605
1038.6,86.255815,2.940525,0.396189
1038.7,85.916735,3.1389275,0.396189
1038.8,86.461385,2.5819545,0.396189
1038.9,86.260055,2.823669,0.396189
1039.0,86.929745,2.9535825,0.396189
1039.1,86.27595,3.056843,0.516341
1039.2,86.042835,2.8805545,0.516341
1039.3,86.537675,2.7862205,0.516341
1039.4,85.87329,2.918148,0.516341
1039.5,86.648945,3.066177,0.4784755
1039.6,86.782445,3.045921,0.44061
1039.7,86.9361,3.136406,0.44061
1039.8,86.90749,3.1562575,0.44061
1039.9,86.79941,3.0599135,0.44061
1040.0,86.2982,2.97583,0.56951
1040.1,86.372375,3.055252,0.56951
1040.2,86.15091,3.3745155,0.69841
1040.3,86.519665,3.3357355,0.69841
1040.4,86.394625,3.0665705,0.69841
1040.5,86.85133,2.9914245,0.6727905
1040.6,86.53874,2.2380375,0.647171
1040.7,85.84362,2.7525175,0.647171
1040.8,86.00044,2.79689,0.647171
1040.9,85.339225,2.5274585,0.647171
1041.0,86.444435,2.8087385,0.494638
1041.1,86.498475,3.1137465,0.342105
1041.2,86.438075,2.732788,0.342105
1041.3,86.488935,3.067375,0.342105
1041.4,86.660595,3.0616455,0.342105
1041.5,85.599895,2.6990815,0.342105
1041.6,85.525725,2.7387965,0.413285
1041.7,86.00892,3.1214755,0.484465
1041.8,86.21767,2.816471,0.484465
1041.9,86.354365,3.1333275,0.484465
1042.0,86.18694,3.0968205,0.6921035
1042.1,86.0015,2.9619755,0.6921035
1042.2,85.775795,2.9554485,0.899742
1042.3,86.20177,2.9181405,0.899742
1042.4,86.015275,2.982498,0.899742
1042.5,86.48787,3.0343285,0.7457025
1042.6,86.903255,3.3284115,0.7457025
1042.7,86.252635,2.9534495,0.591663
1042.8,85.899775,2.619396,0.591663
1042.9,86.26111,2.5174595,0.591663
1043.0,86.634105,2.6449735,0.4655505
1043.1,86.286545,2.993019,0.339438
1043.2,86.59172,2.8894885,0.339438
1043.3,85.96123,3.0864335,0.339438
1043.4,86.45185,3.0532495,0.339438
1043.5,86.852385,2.8397905,0.339438
1043.6,86.71039,2.840458,0.4530025
1043.7,86.26535,2.9835665,0.566567
1043.8,86.38297,3.248062,0.566567
1043.9,86.288665,2.7235985,0.566567
1044.0,86.26217,2.8023455,0.50532
1044.1,85.44519,2.835663,0.444073
1044.2,85.89024,2.872574,0.444073
1044.3,87.037825,3.0040895,0.444073
1044.4,86.486805,2.626194,0.444073
1044.5,86.49423,2.3756905,0.4731105
1044.6,86.290785,2.390877,0.502148
1044.7,86.17847,2.427517,0.502148
1044.8,85.643345,2.8970905,0.502148
1044.9,85.451555,3.004082,0.502148
1045.0,86.538735,2.774494,0.467412
1045.1,86.165745,2.926266,0.432676
1045.2,86.65742,2.386215,0.432676
1045.3,86.6553,2.7486455,0.432676
1045.4,86.530265,2.629921,0.432676
1045.5,85.776855,2.819267,0.432676
1045.6,85.802285,2.9112165,0.42781
1045.7,86.072495,2.8689765,0.422944
1045.8,85.925205,2.776493,0.422944
1045.9,86.289725,2.53492,0.422944
1046.0,85.25446,2.518661,0.418766
1046.1,86.031175,2.4053955,0.418766
1046.2,86.16363,2.561306,0.418766
1046.3,86.5896,2.588219,0.418766
1046.4,86.64259,2.8938905,0.418766
1046.5,86.17317,2.3996735,0.418766
1046.6,86.382975,2.7458495,0.4285115
1046.7,86.237805,2.5575715,0.438257
1046.8,85.87329,2.317726,0.438257
1046.9,86.13608,2.424057,0.438257
1047.0,86.26006,2.5040055,0.438257
1047.1,86.36072,1.955826,0.316854
1047.2,86.35966,2.276558,0.316854
1047.3,86.012095,2.088539,0.316854
1047.4,85.803345,1.952095,0.316854
1047.5,85.799115,2.044037,0.316854
1047.6,85.746135,2.084,0.4514785
1047.7,86.249455,2.1674155,0.4514785
1047.8,86.460335,2.2933275,0.586103
1047.9,86.28972,2.29253,0.586103
1048.1,86.444435,2.462425,1.0478275
1048.2,86.355425,3.32827,1.0478275
1048.3,86.23886,3.1603815,1.509552
1048.4,86.50165,3.051788,1.509552
1048.5,86.17952,2.342907,0.9355695
1048.7,86.29396,1.9850045,0.361587
1048.8,86.36178,2.031506,0.361587
1048.9,86.46351,2.0199165,0.361587
1049.1,86.37874,2.0724185,0.7910275
1049.2,86.38827,2.102531,0.7910275
1049.3,86.24522,2.098667,1.220468
1049.4,86.17952,2.1438405,1.220468
1049.5,86.1329,2.1670185,1.2216535
1049.6,86.32151,2.2169915,1.2216535
1049.7,86.334225,2.239506,1.222839
1049.8,86.376615,2.451912,1.222839
1049.9,86.16256,2.3972705,1.222839
1050.0,86.54297,2.6575055,1.1396195
1050.1,86.530255,2.4488415,1.0564
1050.2,86.378735,2.4926835,1.0564
1050.3,86.36813,2.2276535,1.0564
1050.4,86.33635,2.1846125,1.0564
1050.5,86.269585,2.3510435,1.0544975
1050.6,86.137135,2.6421775,1.0544975
1050.7,86.233565,3.2274015,1.052595
1050.8,86.68391,3.028465,1.052595
1050.9,86.45291,2.815933,1.052595
1051.0,85.8913,3.070976,0.856224
1051.1,86.00044,3.102024,0.659853
1051.2,86.090515,2.804344,0.659853
1051.3,86.068265,2.576229,0.659853
1051.4,85.946405,2.695751,0.659853
1051.5,86.094755,2.9277345,0.5013835
1051.6,85.833025,2.617794,0.342914
1051.7,86.44125,2.804737,0.342914
1051.8,86.64894,3.1040195,0.342914
1051.9,86.696625,3.325607,0.342914
1052.0,85.75037,2.581558,0.2812065
1052.1,86.13819,2.6516455,0.219499
1052.2,86.16575,2.941189,0.219499
1052.3,86.320455,2.886559,0.219499
1052.5,86.698745,2.7447815,0.278885
1052.6,86.38403,2.642845,0.278885
1052.7,86.6712,2.851112,0.338271
1052.8,86.54828,2.757309,0.338271
1052.9,85.82666,2.3315885,0.338271
1053.0,86.71252,2.821804,0.373584
1053.1,86.59702,2.9535785,0.408897
1053.2,86.233565,3.2496565,0.408897
1053.3,86.09581,3.03606,0.408897
1053.4,86.10641,2.354099,0.408897
1053.5,86.02375,2.178215,0.3819515
1053.6,86.696625,2.1660845,0.3819515
1053.7,86.61926,2.45924,0.355006
1053.8,86.479395,2.742252,0.355006
1053.9,86.34588,2.7252005,0.355006
1054.0,86.15304,2.848984,0.393951
1054.1,86.1933,2.514801,0.432896
1054.2,86.595955,2.6289905,0.432896
1054.3,86.734765,2.424187,0.432896
1054.4,86.70722,2.339447,0.432896
1054.5,86.808945,2.4220545,0.4141555
1054.6,86.358595,2.858307,0.395415
1054.7,86.53556,2.6373865,0.395415
1054.8,86.183755,2.82473,0.395415
1054.9,87.0018,2.563698,0.395415
1055.0,86.317275,2.7025415,0.395415
1055.1,85.71752,2.863106,0.342625
1055.2,86.006805,2.5562365,0.342625
1055.3,86.468805,2.380886,0.342625
1055.4,86.419005,2.4117965,0.342625
1055.5,86.798345,2.7943495,0.326839
1055.6,86.047065,2.5370485,0.311053
1055.7,86.65636,2.751709,0.311053
1055.8,86.113825,2.7886275,0.311053
1055.9,86.36496,2.6125945,0.311053
1056.0,87.03253,2.865372,0.311053
1056.1,85.02876,2.934666,0.1504
1056.2,85.330755,3.2071575,0.1504
1056.3,85.69739,2.60527,0.1504
1056.4,86.68497,2.84911,0.1504
1056.5,86.612905,2.5984725,0.117085
1056.6,86.45609,2.5667685,0.08377
1056.7,86.419,2.808468,0.08377
1056.8,85.609435,2.69215,0.08377
1056.9,85.570235,2.4766885,0.08377
1057.0,86.63622,2.2573585,0.08377
1057.1,86.49212,2.37529,0.109499
1057.2,87.048425,2.9326595,0.109499
1057.3,86.508005,2.6094015,0.109499
1057.4,85.314865,2.6319235,0.109499
1057.5,86.99862,2.469086,0.10783
1057.6,85.966535,2.2159195,0.10783
1057.7,86.544035,1.9406355,0.10783
1057.8,86.545095,2.121857,0.10783
1057.9,86.54721,1.8109895,0.10783
1058.0,86.95305,1.889866,0.10783
1058.1,85.86163,2.2785495,0.155759
1058.2,86.70298,2.1603585,0.155759
