MD,MFOA,MFOP,RPMA,WOBA,MFIA,MDIA,MDOA,HKLA,TQA,SPPA,ROPA
1620.4,46.49,46.0,79.0,7.95,4857.21,1.16,1.16,89.46,5.76,15.89,0.13
1620.5,45.04,45.0,79.0,8.7,4857.37,1.16,1.16,88.71,5.84,15.9,0.06
1620.6,45.99,45.0,79.0,8.62,4857.21,1.16,1.16,87.78,5.1,16.01,0.09
1620.7,45.75,45.0,79.0,4.93,4857.06,1.16,1.16,91.47,5.46,15.8,0.09
1620.8,46.225,45.5,79.0,5.225,4857.06,1.16,1.16,91.175,6.83,15.865,0.09
1620.9,45.43,45.0,79.0,7.28,4857.68,1.16,1.16,89.13,6.07,16.02,0.11
1621.0,47.0,46.5,79.0,7.84,4857.15,1.16,1.16,88.565,7.4,16.049999999999997,0.145
1621.1,46.375,45.5,79.0,7.98,4857.285,1.16,1.16,88.43,8.024999999999999,16.055,0.18
1621.2,45.83,45.0,79.0,8.11,4857.39,1.16,1.16,88.29,7.48,16.08,0.18
1621.3,45.790000000000006,45.0,79.0,8.075,4857.18,1.16,1.16,88.32499999999999,6.78,16.115000000000002,0.19
1621.4,46.495000000000005,46.0,79.0,8.29,4856.9,1.16,1.16,88.11,6.44,16.125,0.195
1621.5,46.59,46.5,79.0,8.39,4856.674999999999,1.16,1.16,88.01499999999999,8.13,16.14,0.2
1621.6,46.79,46.0,79.0,8.33,4856.67,1.16,1.16,88.08,7.64,16.11,0.2
1621.7,47.28,47.0,79.0,8.77,4857.32,1.16,1.16,87.64,5.85,16.1,0.18
1621.8,46.225,46.0,79.0,5.825,4857.77,1.16,1.16,90.575,7.07,15.855,0.15
1621.9,46.27,46.0,79.0,7.0,4856.82,1.16,1.16,89.41,7.99,16.01,0.12
1622.0,45.95,45.0,79.0,8.11,4856.9,1.16,1.16,88.29,7.6,16.1,0.12
1622.1,46.23,46.0,79.0,8.205,4857.530000000001,1.16,1.16,88.205,8.375,16.104999999999997,0.19
1622.2,45.96,45.0,79.0,7.67,4856.9,1.16,1.16,88.73,8.99,16.09,0.19
1622.3,45.22,45.0,79.0,6.22,4858.0,1.16,1.16,90.18,6.43,15.84,0.16
1622.4,45.87,45.0,79.0,5.92,4857.21,1.16,1.16,90.49,6.87,15.8,0.11
1622.5,45.96,45.0,79.0,6.404999999999999,4857.61,1.16,1.16,89.995,6.279999999999999,15.88,0.11
1622.6,46.35,46.0,79.0,6.73,4857.53,1.16,1.16,89.68,6.9,15.9,0.11
